DEBUTSEM,ANNEE,MOIS,PROV,LAT,LON,MALADIE,TOTALCAS,TOTALDECES,POP,PRECTOTCORR,RH2M,T2M,POP_ANNUAL,INCIDENCE
2006-01-02,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4346,2,194878.0,4.56,75.5,27.58,194878.0,22.301131990270836
2006-01-02,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,100389.0,4.56,75.5,27.58,194878.0,0.005131415552294256
2006-01-02,2006,1,KASAI,-5.45,20.97,PALUDISME,6241,18,285633.0,3.35,70.21,26.84,285633.0,21.849716244271495
2006-01-02,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,124230.0,3.35,70.21,26.84,285633.0,0.003500996033371494
2006-01-02,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,5584,35,432387.0,3.83,63.71,27.45,432387.0,12.914356814612836
2006-01-02,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,22,0,184688.0,3.83,63.71,27.45,432387.0,0.050880345616311315
2006-01-02,2006,1,KATANGA,-9.64,26.31,CHOLERA,358,16,242153.0,4.96,75.37,23.14,242153.0,1.4784041494427078
2006-01-02,2006,1,KATANGA,-9.64,26.31,PALUDISME,11254,41,245780.0,4.96,75.37,23.14,242153.0,46.4747494352744
2006-01-02,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,3,0,97817.0,4.96,75.37,23.14,242153.0,0.012388861587508725
2006-01-02,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,PALUDISME,16038,36,278998.0,3.31,81.98,25.4,278998.0,57.4842830414555
2006-01-02,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,586,4,278998.0,3.31,81.98,25.4,278998.0,2.1003734793797806
2006-01-02,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,14145,30,160442.0,3.07,81.41,25.49,160442.0,88.16270053975892
2006-01-02,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,1004,12,160442.0,3.07,81.41,25.49,160442.0,6.257713067650615
2006-01-02,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2836,7,193955.0,3.37,83.89,25.08,193955.0,14.621948390090486
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,39,0,256789.0,1.62,61.48,23.6,256789.0,0.15187566445603198
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11227,6,256789.0,1.62,61.48,23.6,256789.0,43.72072012430439
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,63,0,256789.0,1.62,61.48,23.6,256789.0,0.24533761181359018
2006-01-02,2006,1,ORIENTALE,2.4,26.5,CHOLERA,38,1,87842.0,1.99,68.92,26.06,87842.0,0.4325948862730812
2006-01-02,2006,1,ORIENTALE,2.4,26.5,PALUDISME,11596,20,269203.0,1.99,68.92,26.06,87842.0,132.00974476901712
2006-01-02,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,20,0,155095.0,1.99,68.92,26.06,87842.0,0.22768151909109538
2006-01-02,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,100,0,227649.0,5.69,81.35,22.83,227649.0,0.43927274005157063
2006-01-02,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,9657,20,262627.0,5.69,81.35,22.83,227649.0,42.42056850678017
2006-01-09,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,4851,19,216473.0,3.5,74.81,27.17,216473.0,22.409261201165965
2006-01-09,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,120,2,199774.0,3.5,74.81,27.17,216473.0,0.5543416499979212
2006-01-09,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4807,4,194878.0,4.56,75.5,27.58,194878.0,24.666714559878486
2006-01-09,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,85800.0,4.56,75.5,27.58,194878.0,0.005131415552294256
2006-01-09,2006,1,KASAI,-5.45,20.97,PALUDISME,6888,36,365767.0,3.35,70.21,26.84,285633.0,24.11486067786285
2006-01-09,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,100300.0,3.35,70.21,26.84,285633.0,0.003500996033371494
2006-01-09,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8695,46,432387.0,3.83,63.71,27.45,432387.0,20.109300233355764
2006-01-09,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,149,1,269307.0,3.83,63.71,27.45,432387.0,0.3445987044013812
2006-01-09,2006,1,KATANGA,-9.64,26.31,CHOLERA,450,35,245780.0,4.96,75.37,23.14,242153.0,1.8583292381263086
2006-01-09,2006,1,KATANGA,-9.64,26.31,PALUDISME,14965,40,245780.0,4.96,75.37,23.14,242153.0,61.79977121902269
2006-01-09,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,8,0,200232.0,4.96,75.37,23.14,242153.0,0.0330369642333566
2006-01-09,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,PALUDISME,20821,55,278998.0,3.31,81.98,25.4,278998.0,74.62777510949898
2006-01-09,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,540,9,278998.0,3.31,81.98,25.4,278998.0,1.9354977455035518
2006-01-09,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,15183,36,160442.0,3.07,81.41,25.49,160442.0,94.63232819336582
2006-01-09,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,958,15,160442.0,3.07,81.41,25.49,160442.0,5.971005098415627
2006-01-09,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2291,4,128573.0,3.37,83.89,25.08,193955.0,11.812018251656312
2006-01-09,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,4,0,106373.0,3.37,83.89,25.08,193955.0,0.02062334046557191
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,56,0,256789.0,1.62,61.48,23.6,256789.0,0.2180778771676357
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11006,5,256789.0,1.62,61.48,23.6,256789.0,42.86009135905354
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,67,0,256789.0,1.62,61.48,23.6,256789.0,0.2609146030398498
2006-01-09,2006,1,ORIENTALE,2.4,26.5,CHOLERA,2,0,12000.0,1.99,68.92,26.06,87842.0,0.022768151909109538
2006-01-09,2006,1,ORIENTALE,2.4,26.5,FIEVRE JAUNE,1,0,98542.0,1.99,68.92,26.06,87842.0,0.011384075954554769
2006-01-09,2006,1,ORIENTALE,2.4,26.5,PALUDISME,13682,23,265916.0,1.99,68.92,26.06,87842.0,155.75692721021835
2006-01-09,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,90,1,265916.0,1.99,68.92,26.06,87842.0,1.0245668359099291
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,60,0,227649.0,5.69,81.35,22.83,227649.0,0.26356364403094235
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,13706,26,227649.0,5.69,81.35,22.83,227649.0,60.206721751468265
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,7,0,120129.0,5.69,81.35,22.83,227649.0,0.03074909180360994
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,FIEVRE JAUNE,1,0,116921.0,3.5,74.81,27.17,216473.0,0.004619513749982677
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,5885,19,223958.0,3.5,74.81,27.17,216473.0,27.185838418648054
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,113,2,204610.0,3.5,74.81,27.17,216473.0,0.5220050537480424
2006-01-16,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4229,5,186818.0,4.56,75.5,27.58,194878.0,21.70075637065241
2006-01-16,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,150586.0,4.56,75.5,27.58,194878.0,0.005131415552294256
2006-01-16,2006,1,KASAI,-5.45,20.97,FIEVRE JAUNE,1,0,285633.0,3.35,70.21,26.84,285633.0,0.003500996033371494
2006-01-16,2006,1,KASAI,-5.45,20.97,PALUDISME,7769,43,365767.0,3.35,70.21,26.84,285633.0,27.199238183263137
2006-01-16,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,7500,21,432387.0,3.83,63.71,27.45,432387.0,17.345572369197036
2006-01-16,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,164,2,269307.0,3.83,63.71,27.45,432387.0,0.37928984913977526
2006-01-16,2006,1,KATANGA,-9.64,26.31,CHOLERA,363,15,245780.0,4.96,75.37,23.14,242153.0,1.4990522520885556
2006-01-16,2006,1,KATANGA,-9.64,26.31,PALUDISME,15534,58,245780.0,4.96,75.37,23.14,242153.0,64.14952530012017
2006-01-16,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,10,0,227882.0,4.96,75.37,23.14,242153.0,0.041296205291695746
2006-01-16,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,PALUDISME,16987,27,278998.0,3.31,81.98,25.4,278998.0,60.88574111642377
2006-01-16,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,542,5,278998.0,3.31,81.98,25.4,278998.0,1.9426662556720837
2006-01-16,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,14901,36,160442.0,3.07,81.41,25.49,160442.0,92.87468368631654
2006-01-16,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,815,16,160442.0,3.07,81.41,25.49,160442.0,5.079717281011207
2006-01-16,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2348,3,193955.0,3.37,83.89,25.08,193955.0,12.105900853290711
2006-01-16,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,3,0,10644.0,3.37,83.89,25.08,193955.0,0.015467505349178932
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,73,1,256789.0,1.62,61.48,23.6,256789.0,0.2842800898792394
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11211,8,256789.0,1.62,61.48,23.6,256789.0,43.65841215939935
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,66,2,256789.0,1.62,61.48,23.6,256789.0,0.2570203552332849
2006-01-16,2006,1,ORIENTALE,2.4,26.5,CHOLERA,100,0,87842.0,1.99,68.92,26.06,87842.0,1.1384075954554769
2006-01-16,2006,1,ORIENTALE,2.4,26.5,PALUDISME,15063,34,155095.0,1.99,68.92,26.06,87842.0,171.47833610345847
2006-01-16,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,44,0,106488.0,1.99,68.92,26.06,87842.0,0.5008993420004099
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,320,1,262627.0,5.69,81.35,22.83,227649.0,1.4056727681650258
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,24933,36,262627.0,5.69,81.35,22.83,227649.0,109.5238722770581
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,23,0,211761.0,5.69,81.35,22.83,227649.0,0.10103273021186124
2006-01-23,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,10260,48,998685.0,3.5,74.81,27.17,216473.0,47.39621107482227
2006-01-23,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,406,9,223958.0,3.5,74.81,27.17,216473.0,1.8755225824929667
2006-01-23,2006,1,EQUATEUR,0.16,18.25,PALUDISME,5157,5,194878.0,4.56,75.5,27.58,194878.0,26.462710003181478
2006-01-23,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,3,0,100389.0,4.56,75.5,27.58,194878.0,0.015394246656882767
2006-01-23,2006,1,KASAI,-5.45,20.97,PALUDISME,5162,34,277484.0,3.35,70.21,26.84,285633.0,18.072141524263653
2006-01-23,2006,1,KASAI,-5.45,20.97,ROUGEOLE,2,0,277484.0,3.35,70.21,26.84,285633.0,0.007001992066742988
2006-01-23,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8377,26,432387.0,3.83,63.71,27.45,432387.0,19.37384796490181
2006-01-23,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,161,6,257782.0,3.83,63.71,27.45,432387.0,0.37235162019209644
2006-01-23,2006,1,KATANGA,-9.64,26.31,CHOLERA,214,3,217730.0,4.96,75.37,23.14,242153.0,0.8837387932422889
2006-01-23,2006,1,KATANGA,-9.64,26.31,PALUDISME,12245,25,230602.0,4.96,75.37,23.14,242153.0,50.567203379681445
2006-01-23,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,1,0,101342.0,4.96,75.37,23.14,242153.0,0.004129620529169575
2006-01-23,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,PALUDISME,18358,46,278998.0,3.31,81.98,25.4,278998.0,65.79975483695223
2006-01-23,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,422,3,278998.0,3.31,81.98,25.4,278998.0,1.5125556455601832
2006-01-23,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12293,25,160442.0,3.07,81.41,25.49,160442.0,76.61958838708068
2006-01-23,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,689,5,160442.0,3.07,81.41,25.49,160442.0,4.2943867565849345
2006-01-23,2006,1,MANIEMA,-3.07,25.95,PALUDISME,3391,6,193955.0,3.37,83.89,25.08,193955.0,17.483436879688586
2006-01-23,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,86,3,106373.0,3.37,83.89,25.08,193955.0,0.44340182000979605
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,112,1,256789.0,1.62,61.48,23.6,256789.0,0.4361557543352714
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,10698,9,256789.0,1.62,61.48,23.6,256789.0,41.66066303463155
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,77,2,256789.0,1.62,61.48,23.6,256789.0,0.2998570811054991
2006-01-23,2006,1,ORIENTALE,2.4,26.5,CHOLERA,105,1,87842.0,1.99,68.92,26.06,87842.0,1.1953279752282506
2006-01-23,2006,1,ORIENTALE,2.4,26.5,FHV,2,1,58217.0,1.99,68.92,26.06,87842.0,0.022768151909109538
2006-01-23,2006,1,ORIENTALE,2.4,26.5,PALUDISME,12940,11,98542.0,1.99,68.92,26.06,87842.0,147.3099428519387
2006-01-23,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,59,0,98542.0,1.99,68.92,26.06,87842.0,0.6716604813187314
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,138,1,262627.0,5.69,81.35,22.83,227649.0,0.6061963812711675
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,11715,9,262627.0,5.69,81.35,22.83,227649.0,51.4608014970415
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,11,0,211761.0,5.69,81.35,22.83,227649.0,0.04832000140567277
2006-01-30,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,9301,30,218769.0,3.5,74.81,27.17,216473.0,42.96609738858888
2006-01-30,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,444,11,204610.0,3.5,74.81,27.17,216473.0,2.051064104992309
2006-01-30,2006,1,EQUATEUR,0.16,18.25,FIEVRE JAUNE,3,0,77655.0,4.56,75.5,27.58,194878.0,0.015394246656882767
2006-01-30,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4423,1,194878.0,4.56,75.5,27.58,194878.0,22.696250987797495
2006-01-30,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,100389.0,4.56,75.5,27.58,194878.0,0.005131415552294256
2006-01-30,2006,1,KASAI,-5.45,20.97,PALUDISME,6553,42,284061.0,3.35,70.21,26.84,285633.0,22.9420270066834
2006-01-30,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,204549.0,3.35,70.21,26.84,285633.0,0.003500996033371494
2006-01-30,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,7904,23,432387.0,3.83,63.71,27.45,432387.0,18.27992053415112
2006-01-30,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,180,2,300625.0,3.83,63.71,27.45,432387.0,0.41629373686072896
2006-01-30,2006,1,KATANGA,-9.64,26.31,CHOLERA,55,2,224231.0,4.96,75.37,23.14,242153.0,0.22712912910432662
2006-01-30,2006,1,KATANGA,-9.64,26.31,PALUDISME,14940,45,238177.0,4.96,75.37,23.14,242153.0,61.69653070579344
2006-01-30,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,10,0,230602.0,4.96,75.37,23.14,242153.0,0.041296205291695746
2006-01-30,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,3.31,81.98,25.4,278998.0,0.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,PALUDISME,19901,42,278998.0,3.31,81.98,25.4,278998.0,71.33026043197442
2006-01-30,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,509,6,278998.0,3.31,81.98,25.4,278998.0,1.824385837891311
2006-01-30,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,13175,29,160442.0,3.07,81.41,25.49,160442.0,82.1169020580646
2006-01-30,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,752,13,160442.0,3.07,81.41,25.49,160442.0,4.68705201879807
2006-01-30,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2467,4,173613.0,3.37,83.89,25.08,193955.0,12.719445232141476
2006-01-30,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,16,1,101644.0,3.37,83.89,25.08,193955.0,0.08249336186228765
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,119,2,256789.0,1.62,61.48,23.6,256789.0,0.46341548898122586
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,10219,8,256789.0,1.62,61.48,23.6,256789.0,39.79531833528695
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,68,0,256789.0,1.62,61.48,23.6,256789.0,0.26480885084641476
2006-01-30,2006,1,ORIENTALE,2.4,26.5,CHOLERA,62,5,98542.0,1.99,68.92,26.06,87842.0,0.7058127091823957
2006-01-30,2006,1,ORIENTALE,2.4,26.5,PALUDISME,12471,16,98542.0,1.99,68.92,26.06,87842.0,141.97081122925252
2006-01-30,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,25,1,98542.0,1.99,68.92,26.06,87842.0,0.2846018988638692
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,147,1,262627.0,5.69,81.35,22.83,227649.0,0.6457309278758088
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,14411,27,262627.0,5.69,81.35,22.83,227649.0,63.30359456883185
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,5,0,124016.0,5.69,81.35,22.83,227649.0,0.02196363700257853
2006-02-06,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,11713,45,998685.0,4.48,72.14,27.79,216473.0,54.1083645535471
2006-02-06,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,595,14,998685.0,4.48,72.14,27.79,216473.0,2.7486106812396924
2006-02-06,2006,2,EQUATEUR,0.16,18.25,CHOLERA,359,0,92939.0,3.9,72.56,28.2,194878.0,1.842178183273638
2006-02-06,2006,2,EQUATEUR,0.16,18.25,PALUDISME,2681,5,194878.0,3.9,72.56,28.2,194878.0,13.7573250957009
2006-02-06,2006,2,EQUATEUR,0.16,18.25,ROUGEOLE,5,0,100389.0,3.9,72.56,28.2,194878.0,0.02565707776147128
2006-02-06,2006,2,KASAI,-5.45,20.97,PALUDISME,5468,26,277484.0,4.57,74.9,26.75,285633.0,19.14344631047533
2006-02-06,2006,2,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8206,30,333230.0,5.87,68.9,26.99,432387.0,18.97836891488412
2006-02-06,2006,2,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,272,4,257782.0,5.87,68.9,26.99,432387.0,0.6290660912562126
2006-02-06,2006,2,KATANGA,-9.64,26.31,CHOLERA,235,10,242153.0,5.97,76.15,23.29,242153.0,0.97046082435485
2006-02-06,2006,2,KATANGA,-9.64,26.31,FIEVRE JAUNE,1,0,71445.0,5.97,76.15,23.29,242153.0,0.004129620529169575
2006-02-06,2006,2,KATANGA,-9.64,26.31,PALUDISME,13253,35,242153.0,5.97,76.15,23.29,242153.0,54.72986087308438
2006-02-06,2006,2,KATANGA,-9.64,26.31,ROUGEOLE,10,1,238177.0,5.97,76.15,23.29,242153.0,0.041296205291695746
2006-02-06,2006,2,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0,4.59,80.05,25.98,278998.0,0.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,FHV,0,0,278998.0,4.59,80.05,25.98,278998.0,0.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0,4.59,80.05,25.98,278998.0,0.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,PALUDISME,17547,33,278998.0,4.59,80.05,25.98,278998.0,62.89292396361264
2006-02-06,2006,2,KINSHASA,-4.44,15.26,ROUGEOLE,445,6,278998.0,4.59,80.05,25.98,278998.0,1.5949935124982975
2006-02-06,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12599,37,160442.0,2.87,77.49,26.45,160442.0,78.52681966068735
2006-02-06,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,645,10,160442.0,2.87,77.49,26.45,160442.0,4.020144351229728
2006-02-06,2006,2,MANIEMA,-3.07,25.95,PALUDISME,3193,4,193955.0,4.92,84.49,25.29,193955.0,16.46258152664278
2006-02-06,2006,2,MANIEMA,-3.07,25.95,ROUGEOLE,39,1,109048.0,4.92,84.49,25.29,193955.0,0.20107756953932612
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,CHOLERA,133,5,256789.0,3.18,62.87,23.9,256789.0,0.5179349582731347
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,PALUDISME,10445,13,256789.0,3.18,62.87,23.9,256789.0,40.67541833957062
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,ROUGEOLE,75,0,256789.0,3.18,62.87,23.9,256789.0,0.2920685854923692
2006-02-06,2006,2,ORIENTALE,2.4,26.5,CHOLERA,123,5,98542.0,2.02,67.18,27.28,87842.0,1.4002413424102367
2006-02-06,2006,2,ORIENTALE,2.4,26.5,PALUDISME,12855,30,98542.0,2.02,67.18,27.28,87842.0,146.34229639580155
2006-02-06,2006,2,ORIENTALE,2.4,26.5,ROUGEOLE,31,1,98542.0,2.02,67.18,27.28,87842.0,0.35290635459119785
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,141,4,262627.0,5.64,80.33,23.05,227649.0,0.6193745634727146
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,10043,12,262627.0,5.64,80.33,23.05,227649.0,44.116161283379235
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,15,2,262627.0,5.64,80.33,23.05,227649.0,0.06589091100773559
2006-02-13,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,2697,9,188843.0,4.48,72.14,27.79,216473.0,12.45882858370328
2006-02-13,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,339,5,204610.0,4.48,72.14,27.79,216473.0,1.5660151612441275
2006-02-13,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12623,31,160442.0,2.87,77.49,26.45,160442.0,78.67640642724473
2006-02-13,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,682,9,160442.0,2.87,77.49,26.45,160442.0,4.250757283005697
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,126,0,262627.0,5.64,80.33,23.05,227649.0,0.553483652464979
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,11778,11,262627.0,5.64,80.33,23.05,227649.0,51.73754332327399
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,19,0,200689.0,5.64,80.33,23.05,227649.0,0.08346182060979843
2006-02-20,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,15736,73,998685.0,4.48,72.14,27.79,216473.0,72.6926683697274
2006-02-20,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,626,5,998685.0,4.48,72.14,27.79,216473.0,2.8918156074891557
2006-02-20,2006,2,EQUATEUR,0.16,18.25,FIEVRE JAUNE,2,0,147533.0,3.9,72.56,28.2,194878.0,0.010262831104588511
2006-02-20,2006,2,EQUATEUR,0.16,18.25,PALUDISME,9709,9,194878.0,3.9,72.56,28.2,194878.0,49.82091359722493
2006-02-20,2006,2,EQUATEUR,0.16,18.25,ROUGEOLE,2,0,91785.0,3.9,72.56,28.2,194878.0,0.010262831104588511
2006-02-20,2006,2,KASAI,-5.45,20.97,PALUDISME,8679,47,284061.0,4.57,74.9,26.75,285633.0,30.385144573631198
2006-02-20,2006,2,KASAI,-5.45,20.97,ROUGEOLE,4,0,284061.0,4.57,74.9,26.75,285633.0,0.014003984133485976
2006-02-20,2006,2,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,14243,61,408167.0,5.87,68.9,26.99,432387.0,32.940398300596456
2006-02-20,2006,2,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,736,9,300625.0,5.87,68.9,26.99,432387.0,1.7021788351638694
2006-02-20,2006,2,KATANGA,-9.64,26.31,CHOLERA,112,3,224231.0,5.97,76.15,23.29,242153.0,0.46251749926699237
2006-02-20,2006,2,KATANGA,-9.64,26.31,PALUDISME,24622,72,238177.0,5.97,76.15,23.29,242153.0,101.67951666921327
2006-02-20,2006,2,KATANGA,-9.64,26.31,ROUGEOLE,12,0,236666.0,5.97,76.15,23.29,242153.0,0.0495554463500349
