DEBUTSEM,ANNEE,MOIS,PROV,LAT,LON,MALADIE,TOTALCAS,TOTALDECES,POP
2006-01-02,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4346,2,194878.0
2006-01-02,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,100389.0
2006-01-02,2006,1,KASAI,-5.45,20.97,PALUDISME,6241,18,285633.0
2006-01-02,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,124230.0
2006-01-02,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,5584,35,432387.0
2006-01-02,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,22,0,184688.0
2006-01-02,2006,1,KATANGA,-9.64,26.31,CHOLERA,358,16,242153.0
2006-01-02,2006,1,KATANGA,-9.64,26.31,PALUDISME,11254,41,245780.0
2006-01-02,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,3,0,97817.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,PALUDISME,16038,36,278998.0
2006-01-02,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,586,4,278998.0
2006-01-02,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,14145,30,160442.0
2006-01-02,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,1004,12,160442.0
2006-01-02,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2836,7,193955.0
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,39,0,256789.0
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11227,6,256789.0
2006-01-02,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,63,0,256789.0
2006-01-02,2006,1,ORIENTALE,2.4,26.5,CHOLERA,38,1,87842.0
2006-01-02,2006,1,ORIENTALE,2.4,26.5,PALUDISME,11596,20,269203.0
2006-01-02,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,20,0,155095.0
2006-01-02,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,100,0,227649.0
2006-01-02,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,9657,20,262627.0
2006-01-09,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,4851,19,216473.0
2006-01-09,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,120,2,199774.0
2006-01-09,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4807,4,194878.0
2006-01-09,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,85800.0
2006-01-09,2006,1,KASAI,-5.45,20.97,PALUDISME,6888,36,365767.0
2006-01-09,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,100300.0
2006-01-09,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8695,46,432387.0
2006-01-09,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,149,1,269307.0
2006-01-09,2006,1,KATANGA,-9.64,26.31,CHOLERA,450,35,245780.0
2006-01-09,2006,1,KATANGA,-9.64,26.31,PALUDISME,14965,40,245780.0
2006-01-09,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,8,0,200232.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,PALUDISME,20821,55,278998.0
2006-01-09,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,540,9,278998.0
2006-01-09,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,15183,36,160442.0
2006-01-09,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,958,15,160442.0
2006-01-09,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2291,4,128573.0
2006-01-09,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,4,0,106373.0
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,56,0,256789.0
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11006,5,256789.0
2006-01-09,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,67,0,256789.0
2006-01-09,2006,1,ORIENTALE,2.4,26.5,CHOLERA,2,0,12000.0
2006-01-09,2006,1,ORIENTALE,2.4,26.5,FIEVRE JAUNE,1,0,98542.0
2006-01-09,2006,1,ORIENTALE,2.4,26.5,PALUDISME,13682,23,265916.0
2006-01-09,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,90,1,265916.0
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,60,0,227649.0
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,13706,26,227649.0
2006-01-09,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,7,0,120129.0
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,FIEVRE JAUNE,1,0,116921.0
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,5885,19,223958.0
2006-01-16,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,113,2,204610.0
2006-01-16,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4229,5,186818.0
2006-01-16,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,150586.0
2006-01-16,2006,1,KASAI,-5.45,20.97,FIEVRE JAUNE,1,0,285633.0
2006-01-16,2006,1,KASAI,-5.45,20.97,PALUDISME,7769,43,365767.0
2006-01-16,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,7500,21,432387.0
2006-01-16,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,164,2,269307.0
2006-01-16,2006,1,KATANGA,-9.64,26.31,CHOLERA,363,15,245780.0
2006-01-16,2006,1,KATANGA,-9.64,26.31,PALUDISME,15534,58,245780.0
2006-01-16,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,10,0,227882.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,PALUDISME,16987,27,278998.0
2006-01-16,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,542,5,278998.0
2006-01-16,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,14901,36,160442.0
2006-01-16,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,815,16,160442.0
2006-01-16,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2348,3,193955.0
2006-01-16,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,3,0,10644.0
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,73,1,256789.0
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,11211,8,256789.0
2006-01-16,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,66,2,256789.0
2006-01-16,2006,1,ORIENTALE,2.4,26.5,CHOLERA,100,0,87842.0
2006-01-16,2006,1,ORIENTALE,2.4,26.5,PALUDISME,15063,34,155095.0
2006-01-16,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,44,0,106488.0
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,320,1,262627.0
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,24933,36,262627.0
2006-01-16,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,23,0,211761.0
2006-01-23,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,10260,48,998685.0
2006-01-23,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,406,9,223958.0
2006-01-23,2006,1,EQUATEUR,0.16,18.25,PALUDISME,5157,5,194878.0
2006-01-23,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,3,0,100389.0
2006-01-23,2006,1,KASAI,-5.45,20.97,PALUDISME,5162,34,277484.0
2006-01-23,2006,1,KASAI,-5.45,20.97,ROUGEOLE,2,0,277484.0
2006-01-23,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8377,26,432387.0
2006-01-23,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,161,6,257782.0
2006-01-23,2006,1,KATANGA,-9.64,26.31,CHOLERA,214,3,217730.0
2006-01-23,2006,1,KATANGA,-9.64,26.31,PALUDISME,12245,25,230602.0
2006-01-23,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,1,0,101342.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,PALUDISME,18358,46,278998.0
2006-01-23,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,422,3,278998.0
2006-01-23,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12293,25,160442.0
2006-01-23,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,689,5,160442.0
2006-01-23,2006,1,MANIEMA,-3.07,25.95,PALUDISME,3391,6,193955.0
2006-01-23,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,86,3,106373.0
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,112,1,256789.0
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,10698,9,256789.0
2006-01-23,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,77,2,256789.0
2006-01-23,2006,1,ORIENTALE,2.4,26.5,CHOLERA,105,1,87842.0
2006-01-23,2006,1,ORIENTALE,2.4,26.5,FHV,2,1,58217.0
2006-01-23,2006,1,ORIENTALE,2.4,26.5,PALUDISME,12940,11,98542.0
2006-01-23,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,59,0,98542.0
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,138,1,262627.0
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,11715,9,262627.0
2006-01-23,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,11,0,211761.0
2006-01-30,2006,1,BANDUNDU,-3.31,17.37,PALUDISME,9301,30,218769.0
2006-01-30,2006,1,BANDUNDU,-3.31,17.37,ROUGEOLE,444,11,204610.0
2006-01-30,2006,1,EQUATEUR,0.16,18.25,FIEVRE JAUNE,3,0,77655.0
2006-01-30,2006,1,EQUATEUR,0.16,18.25,PALUDISME,4423,1,194878.0
2006-01-30,2006,1,EQUATEUR,0.16,18.25,ROUGEOLE,1,0,100389.0
2006-01-30,2006,1,KASAI,-5.45,20.97,PALUDISME,6553,42,284061.0
2006-01-30,2006,1,KASAI,-5.45,20.97,ROUGEOLE,1,0,204549.0
2006-01-30,2006,1,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,7904,23,432387.0
2006-01-30,2006,1,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,180,2,300625.0
2006-01-30,2006,1,KATANGA,-9.64,26.31,CHOLERA,55,2,224231.0
2006-01-30,2006,1,KATANGA,-9.64,26.31,PALUDISME,14940,45,238177.0
2006-01-30,2006,1,KATANGA,-9.64,26.31,ROUGEOLE,10,0,230602.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,PALUDISME,19901,42,278998.0
2006-01-30,2006,1,KINSHASA,-4.44,15.26,ROUGEOLE,509,6,278998.0
2006-01-30,2006,1,KONGO-CENTRAL,-5.16,14.15,PALUDISME,13175,29,160442.0
2006-01-30,2006,1,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,752,13,160442.0
2006-01-30,2006,1,MANIEMA,-3.07,25.95,PALUDISME,2467,4,173613.0
2006-01-30,2006,1,MANIEMA,-3.07,25.95,ROUGEOLE,16,1,101644.0
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,CHOLERA,119,2,256789.0
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,PALUDISME,10219,8,256789.0
2006-01-30,2006,1,NORD-KIVU,-0.5,29.33,ROUGEOLE,68,0,256789.0
2006-01-30,2006,1,ORIENTALE,2.4,26.5,CHOLERA,62,5,98542.0
2006-01-30,2006,1,ORIENTALE,2.4,26.5,PALUDISME,12471,16,98542.0
2006-01-30,2006,1,ORIENTALE,2.4,26.5,ROUGEOLE,25,1,98542.0
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,CHOLERA,147,1,262627.0
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,PALUDISME,14411,27,262627.0
2006-01-30,2006,1,SUD-KIVU,-2.88,28.32,ROUGEOLE,5,0,124016.0
2006-02-06,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,11713,45,998685.0
2006-02-06,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,595,14,998685.0
2006-02-06,2006,2,EQUATEUR,0.16,18.25,CHOLERA,359,0,92939.0
2006-02-06,2006,2,EQUATEUR,0.16,18.25,PALUDISME,2681,5,194878.0
2006-02-06,2006,2,EQUATEUR,0.16,18.25,ROUGEOLE,5,0,100389.0
2006-02-06,2006,2,KASAI,-5.45,20.97,PALUDISME,5468,26,277484.0
2006-02-06,2006,2,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,8206,30,333230.0
2006-02-06,2006,2,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,272,4,257782.0
2006-02-06,2006,2,KATANGA,-9.64,26.31,CHOLERA,235,10,242153.0
2006-02-06,2006,2,KATANGA,-9.64,26.31,FIEVRE JAUNE,1,0,71445.0
2006-02-06,2006,2,KATANGA,-9.64,26.31,PALUDISME,13253,35,242153.0
2006-02-06,2006,2,KATANGA,-9.64,26.31,ROUGEOLE,10,1,238177.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,PALUDISME,17547,33,278998.0
2006-02-06,2006,2,KINSHASA,-4.44,15.26,ROUGEOLE,445,6,278998.0
2006-02-06,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12599,37,160442.0
2006-02-06,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,645,10,160442.0
2006-02-06,2006,2,MANIEMA,-3.07,25.95,PALUDISME,3193,4,193955.0
2006-02-06,2006,2,MANIEMA,-3.07,25.95,ROUGEOLE,39,1,109048.0
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,CHOLERA,133,5,256789.0
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,PALUDISME,10445,13,256789.0
2006-02-06,2006,2,NORD-KIVU,-0.5,29.33,ROUGEOLE,75,0,256789.0
2006-02-06,2006,2,ORIENTALE,2.4,26.5,CHOLERA,123,5,98542.0
2006-02-06,2006,2,ORIENTALE,2.4,26.5,PALUDISME,12855,30,98542.0
2006-02-06,2006,2,ORIENTALE,2.4,26.5,ROUGEOLE,31,1,98542.0
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,141,4,262627.0
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,10043,12,262627.0
2006-02-06,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,15,2,262627.0
2006-02-13,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,2697,9,188843.0
2006-02-13,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,339,5,204610.0
2006-02-13,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12623,31,160442.0
2006-02-13,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,682,9,160442.0
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,126,0,262627.0
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,11778,11,262627.0
2006-02-19,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,19,0,200689.0
2006-02-20,2006,2,BANDUNDU,-3.31,17.37,PALUDISME,15736,73,998685.0
2006-02-20,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,626,5,998685.0
2006-02-20,2006,2,EQUATEUR,0.16,18.25,FIEVRE JAUNE,2,0,147533.0
2006-02-20,2006,2,EQUATEUR,0.16,18.25,PALUDISME,9709,9,194878.0
2006-02-20,2006,2,EQUATEUR,0.16,18.25,ROUGEOLE,2,0,91785.0
2006-02-20,2006,2,KASAI,-5.45,20.97,PALUDISME,8679,47,284061.0
2006-02-20,2006,2,KASAI,-5.45,20.97,ROUGEOLE,4,0,284061.0
2006-02-20,2006,2,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,14243,61,408167.0
2006-02-20,2006,2,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,736,9,300625.0
2006-02-20,2006,2,KATANGA,-9.64,26.31,CHOLERA,112,3,224231.0
2006-02-20,2006,2,KATANGA,-9.64,26.31,PALUDISME,24622,72,238177.0
2006-02-20,2006,2,KATANGA,-9.64,26.31,ROUGEOLE,12,0,236666.0
2006-02-20,2006,2,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-02-20,2006,2,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-02-20,2006,2,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-02-20,2006,2,KINSHASA,-4.44,15.26,PALUDISME,35345,92,278998.0
2006-02-20,2006,2,KINSHASA,-4.44,15.26,ROUGEOLE,831,9,278998.0
2006-02-20,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12950,27,160442.0
2006-02-20,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,649,8,160442.0
2006-02-20,2006,2,MANIEMA,-3.07,25.95,PALUDISME,6636,6,193955.0
2006-02-20,2006,2,MANIEMA,-3.07,25.95,ROUGEOLE,172,4,128573.0
2006-02-20,2006,2,NORD-KIVU,-0.5,29.33,CHOLERA,303,12,256789.0
2006-02-20,2006,2,NORD-KIVU,-0.5,29.33,PALUDISME,20300,11,256789.0
2006-02-20,2006,2,NORD-KIVU,-0.5,29.33,ROUGEOLE,116,0,256789.0
2006-02-20,2006,2,ORIENTALE,2.4,26.5,CHOLERA,158,5,98542.0
2006-02-20,2006,2,ORIENTALE,2.4,26.5,FIEVRE JAUNE,1,0,98542.0
2006-02-20,2006,2,ORIENTALE,2.4,26.5,PALUDISME,27488,48,98542.0
2006-02-20,2006,2,ORIENTALE,2.4,26.5,ROUGEOLE,87,0,98542.0
2006-02-20,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,197,2,262627.0
2006-02-20,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,13243,15,262627.0
2006-02-20,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,35,2,262627.0
2006-02-27,2006,2,BANDUNDU,-3.31,17.37,ROUGEOLE,4,0,147214.0
2006-02-27,2006,2,EQUATEUR,0.16,18.25,FIEVRE JAUNE,1,0,147533.0
2006-02-27,2006,2,EQUATEUR,0.16,18.25,PALUDISME,4400,8,194878.0
2006-02-27,2006,2,EQUATEUR,0.16,18.25,ROUGEOLE,4,0,108392.0
2006-02-27,2006,2,KASAI,-5.45,20.97,PALUDISME,5238,18,284061.0
2006-02-27,2006,2,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,2114,8,333230.0
2006-02-27,2006,2,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,25,2,300625.0
2006-02-27,2006,2,KATANGA,-9.64,26.31,CHOLERA,2,0,100863.0
2006-02-27,2006,2,KATANGA,-9.64,26.31,PALUDISME,13783,31,238177.0
2006-02-27,2006,2,KATANGA,-9.64,26.31,ROUGEOLE,7,0,236666.0
2006-02-27,2006,2,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-02-27,2006,2,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-02-27,2006,2,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-02-27,2006,2,KINSHASA,-4.44,15.26,PALUDISME,18900,44,278998.0
2006-02-27,2006,2,KINSHASA,-4.44,15.26,ROUGEOLE,416,3,278998.0
2006-02-27,2006,2,KONGO-CENTRAL,-5.16,14.15,PALUDISME,13436,26,160442.0
2006-02-27,2006,2,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,764,12,160442.0
2006-02-27,2006,2,MANIEMA,-3.07,25.95,PALUDISME,2189,3,128573.0
2006-02-27,2006,2,MANIEMA,-3.07,25.95,ROUGEOLE,91,0,101644.0
2006-02-27,2006,2,NORD-KIVU,-0.5,29.33,CHOLERA,82,0,256789.0
2006-02-27,2006,2,NORD-KIVU,-0.5,29.33,PALUDISME,9466,8,256789.0
2006-02-27,2006,2,NORD-KIVU,-0.5,29.33,ROUGEOLE,63,1,256789.0
2006-02-27,2006,2,ORIENTALE,2.4,26.5,CHOLERA,56,2,98542.0
2006-02-27,2006,2,ORIENTALE,2.4,26.5,PALUDISME,15166,21,98542.0
2006-02-27,2006,2,ORIENTALE,2.4,26.5,ROUGEOLE,31,0,98542.0
2006-02-27,2006,2,SUD-KIVU,-2.88,28.32,CHOLERA,111,3,262627.0
2006-02-27,2006,2,SUD-KIVU,-2.88,28.32,PALUDISME,14574,9,262627.0
2006-02-27,2006,2,SUD-KIVU,-2.88,28.32,ROUGEOLE,9,0,262627.0
2006-03-06,2006,3,BANDUNDU,-3.31,17.37,PALUDISME,8822,27,998685.0
2006-03-06,2006,3,BANDUNDU,-3.31,17.37,ROUGEOLE,234,17,998685.0
2006-03-06,2006,3,EQUATEUR,0.16,18.25,PALUDISME,5998,7,194878.0
2006-03-06,2006,3,EQUATEUR,0.16,18.25,ROUGEOLE,9,2,100389.0
2006-03-06,2006,3,KASAI,-5.45,20.97,PALUDISME,4663,17,284061.0
2006-03-06,2006,3,KASAI,-5.45,20.97,ROUGEOLE,2,0,176892.0
2006-03-06,2006,3,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,2115,11,333230.0
2006-03-06,2006,3,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,31,2,300625.0
2006-03-06,2006,3,KATANGA,-9.64,26.31,CHOLERA,78,1,186372.0
2006-03-06,2006,3,KATANGA,-9.64,26.31,PALUDISME,14163,38,238177.0
2006-03-06,2006,3,KATANGA,-9.64,26.31,ROUGEOLE,4,0,238177.0
2006-03-06,2006,3,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-03-06,2006,3,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-03-06,2006,3,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-03-06,2006,3,KINSHASA,-4.44,15.26,PALUDISME,17225,36,278998.0
2006-03-06,2006,3,KINSHASA,-4.44,15.26,ROUGEOLE,455,5,278998.0
2006-03-06,2006,3,KONGO-CENTRAL,-5.16,14.15,PALUDISME,11789,19,160442.0
2006-03-06,2006,3,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,643,7,131141.0
2006-03-06,2006,3,MANIEMA,-3.07,25.95,PALUDISME,2670,7,173613.0
2006-03-06,2006,3,MANIEMA,-3.07,25.95,ROUGEOLE,91,0,109048.0
2006-03-06,2006,3,NORD-KIVU,-0.5,29.33,CHOLERA,28,0,256789.0
2006-03-06,2006,3,NORD-KIVU,-0.5,29.33,PALUDISME,9238,5,256789.0
2006-03-06,2006,3,NORD-KIVU,-0.5,29.33,ROUGEOLE,69,0,256789.0
2006-03-06,2006,3,ORIENTALE,2.4,26.5,CHOLERA,59,2,98542.0
2006-03-06,2006,3,ORIENTALE,2.4,26.5,PALUDISME,16569,24,98542.0
2006-03-06,2006,3,ORIENTALE,2.4,26.5,ROUGEOLE,27,0,98542.0
2006-03-06,2006,3,SUD-KIVU,-2.88,28.32,CHOLERA,170,2,262627.0
2006-03-06,2006,3,SUD-KIVU,-2.88,28.32,PALUDISME,19584,15,262627.0
2006-03-06,2006,3,SUD-KIVU,-2.88,28.32,ROUGEOLE,33,2,262627.0
2006-03-13,2006,3,BANDUNDU,-3.31,17.37,PALUDISME,9161,34,998685.0
2006-03-13,2006,3,BANDUNDU,-3.31,17.37,ROUGEOLE,337,6,998685.0
2006-03-13,2006,3,EQUATEUR,0.16,18.25,PALUDISME,5703,24,194878.0
2006-03-13,2006,3,KASAI,-5.45,20.97,PALUDISME,6191,31,277484.0
2006-03-13,2006,3,KASAI,-5.45,20.97,ROUGEOLE,5,0,204549.0
2006-03-13,2006,3,KASAI-ORIENTAL,-6.15,23.6,PALUDISME,2049,11,333230.0
2006-03-13,2006,3,KASAI-ORIENTAL,-6.15,23.6,ROUGEOLE,32,2,300625.0
2006-03-13,2006,3,KATANGA,-9.64,26.31,CHOLERA,49,1,131782.0
2006-03-13,2006,3,KATANGA,-9.64,26.31,FIEVRE JAUNE,1,0,236666.0
2006-03-13,2006,3,KATANGA,-9.64,26.31,PALUDISME,14847,36,238177.0
2006-03-13,2006,3,KATANGA,-9.64,26.31,ROUGEOLE,10,0,142135.0
2006-03-13,2006,3,KINSHASA,-4.44,15.26,CHOLERA,0,0,278998.0
2006-03-13,2006,3,KINSHASA,-4.44,15.26,FHV,0,0,278998.0
2006-03-13,2006,3,KINSHASA,-4.44,15.26,FIEVRE JAUNE,0,0,278998.0
2006-03-13,2006,3,KINSHASA,-4.44,15.26,PALUDISME,17157,29,278998.0
2006-03-13,2006,3,KINSHASA,-4.44,15.26,ROUGEOLE,423,2,278998.0
2006-03-13,2006,3,KONGO-CENTRAL,-5.16,14.15,PALUDISME,12058,35,160442.0
2006-03-13,2006,3,KONGO-CENTRAL,-5.16,14.15,ROUGEOLE,801,9,160442.0
2006-03-13,2006,3,MANIEMA,-3.07,25.95,PALUDISME,3328,6,193955.0
2006-03-13,2006,3,MANIEMA,-3.07,25.95,ROUGEOLE,151,0,128573.0
2006-03-13,2006,3,NORD-KIVU,-0.5,29.33,CHOLERA,52,0,256789.0
2006-03-13,2006,3,NORD-KIVU,-0.5,29.33,PALUDISME,10150,5,256789.0
2006-03-13,2006,3,NORD-KIVU,-0.5,29.33,ROUGEOLE,67,0,256789.0
2006-03-13,2006,3,ORIENTALE,2.4,26.5,CHOLERA,50,1,98542.0
2006-03-13,2006,3,ORIENTALE,2.4,26.5,PALUDISME,15300,35,98542.0
2006-03-13,2006,3,ORIENTALE,2.4,26.5,ROUGEOLE,41,1,98542.0
2006-03-13,2006,3,SUD-KIVU,-2.88,28.32,CHOLERA,84,2,227649.0
2006-03-13,2006,3,SUD-KIVU,-2.88,28.32,PALUDISME,13830,17,262627.0
2006-03-13,2006,3,SUD-KIVU,-2.88,28.32,ROUGEOLE,16,2,262627.0
2006-03-20,2006,3,BANDUNDU,-3.31,17.37,PALUDISME,11136,37,998685.0
2006-03-20,2006,3,BANDUNDU,-3.31,17.37,ROUGEOLE,387,9,998685.0
